57,21,3658,4221,14767,0
44,18,8989,4249,5947,1
58,17,6493,7095,12830,0
53,23,3574,2189,5888,0
58,23,5842,6019,9130,0
36,27,7133,11292,18062,0
22,11,8778,9829,1593,0
19,23,4850,3470,4742,1
28,28,9312,2720,12771,1
50,29,51343,8713,28511,0
47,15,3735,6406,6104,1
